qtl_subset	qtl_ss	qtl_ss_index	qtl_credible_set_or_perm
GENCORD.LCL_txrev	/gpfs/hpc/projects/eQTLCatalogue/qtlmap/eQTL_Catalogue_r4/manuscript_sumstats/GENCORD.LCL_txrev.nominal.sorted.tsv.gz	/gpfs/hpc/projects/eQTLCatalogue/qtlmap/eQTL_Catalogue_r4/manuscript_sumstats/GENCORD.LCL_txrev.nominal.sorted.tsv.gz.tbi	/gpfs/hpc/projects/eQTLCatalogue/qtlmap/eQTL_Catalogue_r4/manuscript_sumstats/GENCORD.LCL_txrev.permuted.txt.gz
GENCORD.T-cell_txrev	/gpfs/hpc/projects/eQTLCatalogue/qtlmap/eQTL_Catalogue_r4/manuscript_sumstats/GENCORD.T-cell_txrev.nominal.sorted.tsv.gz	/gpfs/hpc/projects/eQTLCatalogue/qtlmap/eQTL_Catalogue_r4/manuscript_sumstats/GENCORD.T-cell_txrev.nominal.sorted.tsv.gz.tbi	/gpfs/hpc/projects/eQTLCatalogue/qtlmap/eQTL_Catalogue_r4/manuscript_sumstats/GENCORD.T-cell_txrev.permuted.txt.gz
GENCORD.fibroblast_txrev	/gpfs/hpc/projects/eQTLCatalogue/qtlmap/eQTL_Catalogue_r4/manuscript_sumstats/GENCORD.fibroblast_txrev.nominal.sorted.tsv.gz	/gpfs/hpc/projects/eQTLCatalogue/qtlmap/eQTL_Catalogue_r4/manuscript_sumstats/GENCORD.fibroblast_txrev.nominal.sorted.tsv.gz.tbi	/gpfs/hpc/projects/eQTLCatalogue/qtlmap/eQTL_Catalogue_r4/manuscript_sumstats/GENCORD.fibroblast_txrev.permuted.txt.gz
GEUVADIS.LCL_txrev	/gpfs/hpc/projects/eQTLCatalogue/qtlmap/eQTL_Catalogue_r4/manuscript_sumstats/GEUVADIS.LCL_txrev.nominal.sorted.tsv.gz	/gpfs/hpc/projects/eQTLCatalogue/qtlmap/eQTL_Catalogue_r4/manuscript_sumstats/GEUVADIS.LCL_txrev.nominal.sorted.tsv.gz.tbi	/gpfs/hpc/projects/eQTLCatalogue/qtlmap/eQTL_Catalogue_r4/manuscript_sumstats/GEUVADIS.LCL_txrev.permuted.txt.gz
GTExV8.LCL_txrev	/gpfs/hpc/projects/eQTLCatalogue/qtlmap/eQTL_Catalogue_r4/manuscript_sumstats/GTExV8.LCL_txrev.nominal.sorted.tsv.gz	/gpfs/hpc/projects/eQTLCatalogue/qtlmap/eQTL_Catalogue_r4/manuscript_sumstats/GTExV8.LCL_txrev.nominal.sorted.tsv.gz.tbi	/gpfs/hpc/projects/eQTLCatalogue/qtlmap/eQTL_Catalogue_r4/manuscript_sumstats/GTExV8.LCL_txrev.permuted.txt.gz
GTExV8.adipose_subcutaneous_txrev	/gpfs/hpc/projects/eQTLCatalogue/qtlmap/eQTL_Catalogue_r4/manuscript_sumstats/GTExV8.adipose_subcutaneous_txrev.nominal.sorted.tsv.gz	/gpfs/hpc/projects/eQTLCatalogue/qtlmap/eQTL_Catalogue_r4/manuscript_sumstats/GTExV8.adipose_subcutaneous_txrev.nominal.sorted.tsv.gz.tbi	/gpfs/hpc/projects/eQTLCatalogue/qtlmap/eQTL_Catalogue_r4/manuscript_sumstats/GTExV8.adipose_subcutaneous_txrev.permuted.txt.gz
GTExV8.adipose_visceral_txrev	/gpfs/hpc/projects/eQTLCatalogue/qtlmap/eQTL_Catalogue_r4/manuscript_sumstats/GTExV8.adipose_visceral_txrev.nominal.sorted.tsv.gz	/gpfs/hpc/projects/eQTLCatalogue/qtlmap/eQTL_Catalogue_r4/manuscript_sumstats/GTExV8.adipose_visceral_txrev.nominal.sorted.tsv.gz.tbi	/gpfs/hpc/projects/eQTLCatalogue/qtlmap/eQTL_Catalogue_r4/manuscript_sumstats/GTExV8.adipose_visceral_txrev.permuted.txt.gz
GTExV8.adrenal_gland_txrev	/gpfs/hpc/projects/eQTLCatalogue/qtlmap/eQTL_Catalogue_r4/manuscript_sumstats/GTExV8.adrenal_gland_txrev.nominal.sorted.tsv.gz	/gpfs/hpc/projects/eQTLCatalogue/qtlmap/eQTL_Catalogue_r4/manuscript_sumstats/GTExV8.adrenal_gland_txrev.nominal.sorted.tsv.gz.tbi	/gpfs/hpc/projects/eQTLCatalogue/qtlmap/eQTL_Catalogue_r4/manuscript_sumstats/GTExV8.adrenal_gland_txrev.permuted.txt.gz
GTExV8.artery_aorta_txrev	/gpfs/hpc/projects/eQTLCatalogue/qtlmap/eQTL_Catalogue_r4/manuscript_sumstats/GTExV8.artery_aorta_txrev.nominal.sorted.tsv.gz	/gpfs/hpc/projects/eQTLCatalogue/qtlmap/eQTL_Catalogue_r4/manuscript_sumstats/GTExV8.artery_aorta_txrev.nominal.sorted.tsv.gz.tbi	/gpfs/hpc/projects/eQTLCatalogue/qtlmap/eQTL_Catalogue_r4/manuscript_sumstats/GTExV8.artery_aorta_txrev.permuted.txt.gz
GTExV8.artery_coronary_txrev	/gpfs/hpc/projects/eQTLCatalogue/qtlmap/eQTL_Catalogue_r4/manuscript_sumstats/GTExV8.artery_coronary_txrev.nominal.sorted.tsv.gz	/gpfs/hpc/projects/eQTLCatalogue/qtlmap/eQTL_Catalogue_r4/manuscript_sumstats/GTExV8.artery_coronary_txrev.nominal.sorted.tsv.gz.tbi	/gpfs/hpc/projects/eQTLCatalogue/qtlmap/eQTL_Catalogue_r4/manuscript_sumstats/GTExV8.artery_coronary_txrev.permuted.txt.gz
GTExV8.artery_tibial_txrev	/gpfs/hpc/projects/eQTLCatalogue/qtlmap/eQTL_Catalogue_r4/manuscript_sumstats/GTExV8.artery_tibial_txrev.nominal.sorted.tsv.gz	/gpfs/hpc/projects/eQTLCatalogue/qtlmap/eQTL_Catalogue_r4/manuscript_sumstats/GTExV8.artery_tibial_txrev.nominal.sorted.tsv.gz.tbi	/gpfs/hpc/projects/eQTLCatalogue/qtlmap/eQTL_Catalogue_r4/manuscript_sumstats/GTExV8.artery_tibial_txrev.permuted.txt.gz
GTExV8.blood_txrev	/gpfs/hpc/projects/eQTLCatalogue/qtlmap/eQTL_Catalogue_r4/manuscript_sumstats/GTExV8.blood_txrev.nominal.sorted.tsv.gz	/gpfs/hpc/projects/eQTLCatalogue/qtlmap/eQTL_Catalogue_r4/manuscript_sumstats/GTExV8.blood_txrev.nominal.sorted.tsv.gz.tbi	/gpfs/hpc/projects/eQTLCatalogue/qtlmap/eQTL_Catalogue_r4/manuscript_sumstats/GTExV8.blood_txrev.permuted.txt.gz
GTExV8.brain_amygdala_txrev	/gpfs/hpc/projects/eQTLCatalogue/qtlmap/eQTL_Catalogue_r4/manuscript_sumstats/GTExV8.brain_amygdala_txrev.nominal.sorted.tsv.gz	/gpfs/hpc/projects/eQTLCatalogue/qtlmap/eQTL_Catalogue_r4/manuscript_sumstats/GTExV8.brain_amygdala_txrev.nominal.sorted.tsv.gz.tbi	/gpfs/hpc/projects/eQTLCatalogue/qtlmap/eQTL_Catalogue_r4/manuscript_sumstats/GTExV8.brain_amygdala_txrev.permuted.txt.gz
GTExV8.brain_anterior_cingulate_cortex_txrev	/gpfs/hpc/projects/eQTLCatalogue/qtlmap/eQTL_Catalogue_r4/manuscript_sumstats/GTExV8.brain_anterior_cingulate_cortex_txrev.nominal.sorted.tsv.gz	/gpfs/hpc/projects/eQTLCatalogue/qtlmap/eQTL_Catalogue_r4/manuscript_sumstats/GTExV8.brain_anterior_cingulate_cortex_txrev.nominal.sorted.tsv.gz.tbi	/gpfs/hpc/projects/eQTLCatalogue/qtlmap/eQTL_Catalogue_r4/manuscript_sumstats/GTExV8.brain_anterior_cingulate_cortex_txrev.permuted.txt.gz
GTExV8.brain_caudate_txrev	/gpfs/hpc/projects/eQTLCatalogue/qtlmap/eQTL_Catalogue_r4/manuscript_sumstats/GTExV8.brain_caudate_txrev.nominal.sorted.tsv.gz	/gpfs/hpc/projects/eQTLCatalogue/qtlmap/eQTL_Catalogue_r4/manuscript_sumstats/GTExV8.brain_caudate_txrev.nominal.sorted.tsv.gz.tbi	/gpfs/hpc/projects/eQTLCatalogue/qtlmap/eQTL_Catalogue_r4/manuscript_sumstats/GTExV8.brain_caudate_txrev.permuted.txt.gz
GTExV8.brain_cerebellar_hemisphere_txrev	/gpfs/hpc/projects/eQTLCatalogue/qtlmap/eQTL_Catalogue_r4/manuscript_sumstats/GTExV8.brain_cerebellar_hemisphere_txrev.nominal.sorted.tsv.gz	/gpfs/hpc/projects/eQTLCatalogue/qtlmap/eQTL_Catalogue_r4/manuscript_sumstats/GTExV8.brain_cerebellar_hemisphere_txrev.nominal.sorted.tsv.gz.tbi	/gpfs/hpc/projects/eQTLCatalogue/qtlmap/eQTL_Catalogue_r4/manuscript_sumstats/GTExV8.brain_cerebellar_hemisphere_txrev.permuted.txt.gz
GTExV8.brain_cerebellum_txrev	/gpfs/hpc/projects/eQTLCatalogue/qtlmap/eQTL_Catalogue_r4/manuscript_sumstats/GTExV8.brain_cerebellum_txrev.nominal.sorted.tsv.gz	/gpfs/hpc/projects/eQTLCatalogue/qtlmap/eQTL_Catalogue_r4/manuscript_sumstats/GTExV8.brain_cerebellum_txrev.nominal.sorted.tsv.gz.tbi	/gpfs/hpc/projects/eQTLCatalogue/qtlmap/eQTL_Catalogue_r4/manuscript_sumstats/GTExV8.brain_cerebellum_txrev.permuted.txt.gz
GTExV8.brain_cortex_txrev	/gpfs/hpc/projects/eQTLCatalogue/qtlmap/eQTL_Catalogue_r4/manuscript_sumstats/GTExV8.brain_cortex_txrev.nominal.sorted.tsv.gz	/gpfs/hpc/projects/eQTLCatalogue/qtlmap/eQTL_Catalogue_r4/manuscript_sumstats/GTExV8.brain_cortex_txrev.nominal.sorted.tsv.gz.tbi	/gpfs/hpc/projects/eQTLCatalogue/qtlmap/eQTL_Catalogue_r4/manuscript_sumstats/GTExV8.brain_cortex_txrev.permuted.txt.gz
GTExV8.brain_frontal_cortex_txrev	/gpfs/hpc/projects/eQTLCatalogue/qtlmap/eQTL_Catalogue_r4/manuscript_sumstats/GTExV8.brain_frontal_cortex_txrev.nominal.sorted.tsv.gz	/gpfs/hpc/projects/eQTLCatalogue/qtlmap/eQTL_Catalogue_r4/manuscript_sumstats/GTExV8.brain_frontal_cortex_txrev.nominal.sorted.tsv.gz.tbi	/gpfs/hpc/projects/eQTLCatalogue/qtlmap/eQTL_Catalogue_r4/manuscript_sumstats/GTExV8.brain_frontal_cortex_txrev.permuted.txt.gz
GTExV8.brain_hippocampus_txrev	/gpfs/hpc/projects/eQTLCatalogue/qtlmap/eQTL_Catalogue_r4/manuscript_sumstats/GTExV8.brain_hippocampus_txrev.nominal.sorted.tsv.gz	/gpfs/hpc/projects/eQTLCatalogue/qtlmap/eQTL_Catalogue_r4/manuscript_sumstats/GTExV8.brain_hippocampus_txrev.nominal.sorted.tsv.gz.tbi	/gpfs/hpc/projects/eQTLCatalogue/qtlmap/eQTL_Catalogue_r4/manuscript_sumstats/GTExV8.brain_hippocampus_txrev.permuted.txt.gz
GTExV8.brain_hypothalamus_txrev	/gpfs/hpc/projects/eQTLCatalogue/qtlmap/eQTL_Catalogue_r4/manuscript_sumstats/GTExV8.brain_hypothalamus_txrev.nominal.sorted.tsv.gz	/gpfs/hpc/projects/eQTLCatalogue/qtlmap/eQTL_Catalogue_r4/manuscript_sumstats/GTExV8.brain_hypothalamus_txrev.nominal.sorted.tsv.gz.tbi	/gpfs/hpc/projects/eQTLCatalogue/qtlmap/eQTL_Catalogue_r4/manuscript_sumstats/GTExV8.brain_hypothalamus_txrev.permuted.txt.gz
GTExV8.brain_nucleus_accumbens_txrev	/gpfs/hpc/projects/eQTLCatalogue/qtlmap/eQTL_Catalogue_r4/manuscript_sumstats/GTExV8.brain_nucleus_accumbens_txrev.nominal.sorted.tsv.gz	/gpfs/hpc/projects/eQTLCatalogue/qtlmap/eQTL_Catalogue_r4/manuscript_sumstats/GTExV8.brain_nucleus_accumbens_txrev.nominal.sorted.tsv.gz.tbi	/gpfs/hpc/projects/eQTLCatalogue/qtlmap/eQTL_Catalogue_r4/manuscript_sumstats/GTExV8.brain_nucleus_accumbens_txrev.permuted.txt.gz
GTExV8.brain_putamen_txrev	/gpfs/hpc/projects/eQTLCatalogue/qtlmap/eQTL_Catalogue_r4/manuscript_sumstats/GTExV8.brain_putamen_txrev.nominal.sorted.tsv.gz	/gpfs/hpc/projects/eQTLCatalogue/qtlmap/eQTL_Catalogue_r4/manuscript_sumstats/GTExV8.brain_putamen_txrev.nominal.sorted.tsv.gz.tbi	/gpfs/hpc/projects/eQTLCatalogue/qtlmap/eQTL_Catalogue_r4/manuscript_sumstats/GTExV8.brain_putamen_txrev.permuted.txt.gz
GTExV8.brain_spinal_cord_txrev	/gpfs/hpc/projects/eQTLCatalogue/qtlmap/eQTL_Catalogue_r4/manuscript_sumstats/GTExV8.brain_spinal_cord_txrev.nominal.sorted.tsv.gz	/gpfs/hpc/projects/eQTLCatalogue/qtlmap/eQTL_Catalogue_r4/manuscript_sumstats/GTExV8.brain_spinal_cord_txrev.nominal.sorted.tsv.gz.tbi	/gpfs/hpc/projects/eQTLCatalogue/qtlmap/eQTL_Catalogue_r4/manuscript_sumstats/GTExV8.brain_spinal_cord_txrev.permuted.txt.gz
GTExV8.brain_substantia_nigra_txrev	/gpfs/hpc/projects/eQTLCatalogue/qtlmap/eQTL_Catalogue_r4/manuscript_sumstats/GTExV8.brain_substantia_nigra_txrev.nominal.sorted.tsv.gz	/gpfs/hpc/projects/eQTLCatalogue/qtlmap/eQTL_Catalogue_r4/manuscript_sumstats/GTExV8.brain_substantia_nigra_txrev.nominal.sorted.tsv.gz.tbi	/gpfs/hpc/projects/eQTLCatalogue/qtlmap/eQTL_Catalogue_r4/manuscript_sumstats/GTExV8.brain_substantia_nigra_txrev.permuted.txt.gz
GTExV8.breast_txrev	/gpfs/hpc/projects/eQTLCatalogue/qtlmap/eQTL_Catalogue_r4/manuscript_sumstats/GTExV8.breast_txrev.nominal.sorted.tsv.gz	/gpfs/hpc/projects/eQTLCatalogue/qtlmap/eQTL_Catalogue_r4/manuscript_sumstats/GTExV8.breast_txrev.nominal.sorted.tsv.gz.tbi	/gpfs/hpc/projects/eQTLCatalogue/qtlmap/eQTL_Catalogue_r4/manuscript_sumstats/GTExV8.breast_txrev.permuted.txt.gz
GTExV8.colon_sigmoid_txrev	/gpfs/hpc/projects/eQTLCatalogue/qtlmap/eQTL_Catalogue_r4/manuscript_sumstats/GTExV8.colon_sigmoid_txrev.nominal.sorted.tsv.gz	/gpfs/hpc/projects/eQTLCatalogue/qtlmap/eQTL_Catalogue_r4/manuscript_sumstats/GTExV8.colon_sigmoid_txrev.nominal.sorted.tsv.gz.tbi	/gpfs/hpc/projects/eQTLCatalogue/qtlmap/eQTL_Catalogue_r4/manuscript_sumstats/GTExV8.colon_sigmoid_txrev.permuted.txt.gz
GTExV8.colon_transverse_txrev	/gpfs/hpc/projects/eQTLCatalogue/qtlmap/eQTL_Catalogue_r4/manuscript_sumstats/GTExV8.colon_transverse_txrev.nominal.sorted.tsv.gz	/gpfs/hpc/projects/eQTLCatalogue/qtlmap/eQTL_Catalogue_r4/manuscript_sumstats/GTExV8.colon_transverse_txrev.nominal.sorted.tsv.gz.tbi	/gpfs/hpc/projects/eQTLCatalogue/qtlmap/eQTL_Catalogue_r4/manuscript_sumstats/GTExV8.colon_transverse_txrev.permuted.txt.gz
GTExV8.esophagus_gej_txrev	/gpfs/hpc/projects/eQTLCatalogue/qtlmap/eQTL_Catalogue_r4/manuscript_sumstats/GTExV8.esophagus_gej_txrev.nominal.sorted.tsv.gz	/gpfs/hpc/projects/eQTLCatalogue/qtlmap/eQTL_Catalogue_r4/manuscript_sumstats/GTExV8.esophagus_gej_txrev.nominal.sorted.tsv.gz.tbi	/gpfs/hpc/projects/eQTLCatalogue/qtlmap/eQTL_Catalogue_r4/manuscript_sumstats/GTExV8.esophagus_gej_txrev.permuted.txt.gz
GTExV8.esophagus_mucosa_txrev	/gpfs/hpc/projects/eQTLCatalogue/qtlmap/eQTL_Catalogue_r4/manuscript_sumstats/GTExV8.esophagus_mucosa_txrev.nominal.sorted.tsv.gz	/gpfs/hpc/projects/eQTLCatalogue/qtlmap/eQTL_Catalogue_r4/manuscript_sumstats/GTExV8.esophagus_mucosa_txrev.nominal.sorted.tsv.gz.tbi	/gpfs/hpc/projects/eQTLCatalogue/qtlmap/eQTL_Catalogue_r4/manuscript_sumstats/GTExV8.esophagus_mucosa_txrev.permuted.txt.gz
GTExV8.esophagus_muscularis_txrev	/gpfs/hpc/projects/eQTLCatalogue/qtlmap/eQTL_Catalogue_r4/manuscript_sumstats/GTExV8.esophagus_muscularis_txrev.nominal.sorted.tsv.gz	/gpfs/hpc/projects/eQTLCatalogue/qtlmap/eQTL_Catalogue_r4/manuscript_sumstats/GTExV8.esophagus_muscularis_txrev.nominal.sorted.tsv.gz.tbi	/gpfs/hpc/projects/eQTLCatalogue/qtlmap/eQTL_Catalogue_r4/manuscript_sumstats/GTExV8.esophagus_muscularis_txrev.permuted.txt.gz
GTExV8.fibroblast_txrev	/gpfs/hpc/projects/eQTLCatalogue/qtlmap/eQTL_Catalogue_r4/manuscript_sumstats/GTExV8.fibroblast_txrev.nominal.sorted.tsv.gz	/gpfs/hpc/projects/eQTLCatalogue/qtlmap/eQTL_Catalogue_r4/manuscript_sumstats/GTExV8.fibroblast_txrev.nominal.sorted.tsv.gz.tbi	/gpfs/hpc/projects/eQTLCatalogue/qtlmap/eQTL_Catalogue_r4/manuscript_sumstats/GTExV8.fibroblast_txrev.permuted.txt.gz
GTExV8.heart_atrial_appendage_txrev	/gpfs/hpc/projects/eQTLCatalogue/qtlmap/eQTL_Catalogue_r4/manuscript_sumstats/GTExV8.heart_atrial_appendage_txrev.nominal.sorted.tsv.gz	/gpfs/hpc/projects/eQTLCatalogue/qtlmap/eQTL_Catalogue_r4/manuscript_sumstats/GTExV8.heart_atrial_appendage_txrev.nominal.sorted.tsv.gz.tbi	/gpfs/hpc/projects/eQTLCatalogue/qtlmap/eQTL_Catalogue_r4/manuscript_sumstats/GTExV8.heart_atrial_appendage_txrev.permuted.txt.gz
GTExV8.heart_left_ventricle_txrev	/gpfs/hpc/projects/eQTLCatalogue/qtlmap/eQTL_Catalogue_r4/manuscript_sumstats/GTExV8.heart_left_ventricle_txrev.nominal.sorted.tsv.gz	/gpfs/hpc/projects/eQTLCatalogue/qtlmap/eQTL_Catalogue_r4/manuscript_sumstats/GTExV8.heart_left_ventricle_txrev.nominal.sorted.tsv.gz.tbi	/gpfs/hpc/projects/eQTLCatalogue/qtlmap/eQTL_Catalogue_r4/manuscript_sumstats/GTExV8.heart_left_ventricle_txrev.permuted.txt.gz
GTExV8.kidney_cortex_txrev	/gpfs/hpc/projects/eQTLCatalogue/qtlmap/eQTL_Catalogue_r4/manuscript_sumstats/GTExV8.kidney_cortex_txrev.nominal.sorted.tsv.gz	/gpfs/hpc/projects/eQTLCatalogue/qtlmap/eQTL_Catalogue_r4/manuscript_sumstats/GTExV8.kidney_cortex_txrev.nominal.sorted.tsv.gz.tbi	/gpfs/hpc/projects/eQTLCatalogue/qtlmap/eQTL_Catalogue_r4/manuscript_sumstats/GTExV8.kidney_cortex_txrev.permuted.txt.gz
GTExV8.liver_txrev	/gpfs/hpc/projects/eQTLCatalogue/qtlmap/eQTL_Catalogue_r4/manuscript_sumstats/GTExV8.liver_txrev.nominal.sorted.tsv.gz	/gpfs/hpc/projects/eQTLCatalogue/qtlmap/eQTL_Catalogue_r4/manuscript_sumstats/GTExV8.liver_txrev.nominal.sorted.tsv.gz.tbi	/gpfs/hpc/projects/eQTLCatalogue/qtlmap/eQTL_Catalogue_r4/manuscript_sumstats/GTExV8.liver_txrev.permuted.txt.gz
GTExV8.lung_txrev	/gpfs/hpc/projects/eQTLCatalogue/qtlmap/eQTL_Catalogue_r4/manuscript_sumstats/GTExV8.lung_txrev.nominal.sorted.tsv.gz	/gpfs/hpc/projects/eQTLCatalogue/qtlmap/eQTL_Catalogue_r4/manuscript_sumstats/GTExV8.lung_txrev.nominal.sorted.tsv.gz.tbi	/gpfs/hpc/projects/eQTLCatalogue/qtlmap/eQTL_Catalogue_r4/manuscript_sumstats/GTExV8.lung_txrev.permuted.txt.gz
GTExV8.minor_salivary_gland_txrev	/gpfs/hpc/projects/eQTLCatalogue/qtlmap/eQTL_Catalogue_r4/manuscript_sumstats/GTExV8.minor_salivary_gland_txrev.nominal.sorted.tsv.gz	/gpfs/hpc/projects/eQTLCatalogue/qtlmap/eQTL_Catalogue_r4/manuscript_sumstats/GTExV8.minor_salivary_gland_txrev.nominal.sorted.tsv.gz.tbi	/gpfs/hpc/projects/eQTLCatalogue/qtlmap/eQTL_Catalogue_r4/manuscript_sumstats/GTExV8.minor_salivary_gland_txrev.permuted.txt.gz
GTExV8.muscle_txrev	/gpfs/hpc/projects/eQTLCatalogue/qtlmap/eQTL_Catalogue_r4/manuscript_sumstats/GTExV8.muscle_txrev.nominal.sorted.tsv.gz	/gpfs/hpc/projects/eQTLCatalogue/qtlmap/eQTL_Catalogue_r4/manuscript_sumstats/GTExV8.muscle_txrev.nominal.sorted.tsv.gz.tbi	/gpfs/hpc/projects/eQTLCatalogue/qtlmap/eQTL_Catalogue_r4/manuscript_sumstats/GTExV8.muscle_txrev.permuted.txt.gz
GTExV8.nerve_tibial_txrev	/gpfs/hpc/projects/eQTLCatalogue/qtlmap/eQTL_Catalogue_r4/manuscript_sumstats/GTExV8.nerve_tibial_txrev.nominal.sorted.tsv.gz	/gpfs/hpc/projects/eQTLCatalogue/qtlmap/eQTL_Catalogue_r4/manuscript_sumstats/GTExV8.nerve_tibial_txrev.nominal.sorted.tsv.gz.tbi	/gpfs/hpc/projects/eQTLCatalogue/qtlmap/eQTL_Catalogue_r4/manuscript_sumstats/GTExV8.nerve_tibial_txrev.permuted.txt.gz
